week_id,status,started_at,closed_at,start_count_id,end_count_id,start_stock_kg,start_salon_latas,start_salon_kg,start_camera_latas,start_camera_kg,current_salon_latas,current_salon_kg,current_camera_latas,current_camera_kg,end_stock_kg,end_salon_latas,end_salon_kg,end_camera_latas,end_camera_kg,camera_to_salon_latas,camera_to_salon_kg,ingreso_camera_latas,ingreso_camera_kg,latas_abiertas,latas_terminadas,cambios_sabor,recambios,latas_con_tara_final,tara_final_total_kg,residuo_estimado_kg,consumo_fisico_kg,consumo_teorico_kg,merma_kg,merma_pct,merma_no_explicada_kg,metadata_version,metadata_refreshed_at,start_salon_snapshot_source,start_camera_snapshot_source,end_salon_snapshot_source,end_camera_snapshot_source,notes
WEEK-000001,OPEN,2026-08-12T01:21:58.184930-03:00,,COUNT_0074a796dc0d,,400.39,64,400.39,6,45.48,63,393.035,6,45.48,,,,,,0,0.0,0,0.0,1,1,0,0,1,0.4,0.02,7.355,,,,,3,2026-08-13T11:40:34.345636-03:00,LEGACY_START_STOCK+RECONSTRUCTED_LEDGER,RECONSTRUCTED_LEDGER,,,
