count_id,week_id,count_type,timestamp,location,stock_id,sabor,estado,peso_bruto_kg,tara_kg,peso_neto_kg,notes
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,MENTA_GRANIZADO,CERRADA,8.06,0.38,7.680000000000001,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,CEREZA,CERRADA,7.775,0.38,7.395,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,CHOCOLATE_BLANCO_OREO,CERRADA,7.965,0.38,7.585,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,DULCE_DE_LECHE,CERRADA,7.885,0.38,7.505,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,DULCE_DE_LECHE_GRANIZADO,CERRADA,7.715,0.38,7.335,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,DULCE_DE_LECHE_CON_NUEZ,CERRADA,7.885,0.38,7.505,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,SUPER_DULCE_DE_LECHE,CERRADA,8.02,0.38,7.64,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,MASCARPONE,CERRADA,7.8,0.38,7.42,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,DULCE_DE_LECHE_BROWNIE,CERRADA,8.085,0.38,7.705000000000001,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,CREMA_COOKIE,CERRADA,7.915,0.38,7.535,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,AMERICANA,CERRADA,8.065,0.38,7.685,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,TRAMONTANA,CERRADA,8.105,0.38,7.725,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,GRANIZADO,CERRADA,8.175,0.38,7.795000000000001,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,BANANA,CERRADA,8.095,0.38,7.715000000000001,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,FRUTILLA_A_LA_CREMA,CERRADA,8.095,0.38,7.715000000000001,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,DURAZNO_A_LA_CREMA,CERRADA,7.65,0.38,7.27,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,a,ABIERTA,6.47,0.38,6.09,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,b,ABIERTA,7.96,0.38,7.58,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,c,ABIERTA,6.495,0.38,6.115,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,d,ABIERTA,1.695,0.38,1.315,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,e,ABIERTA,8.58,0.38,8.2,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,f,ABIERTA,4.71,0.38,4.33,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,g,ABIERTA,2.67,0.38,2.29,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,h,ABIERTA,6.65,0.38,6.2700000000000005,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,i,ABIERTA,6.07,0.38,5.69,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,j,ABIERTA,7.01,0.38,6.63,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,k,ABIERTA,2.775,0.38,2.395,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,l,ABIERTA,8.595,0.38,8.215,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,m,ABIERTA,7.03,0.38,6.65,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,n,ABIERTA,4.81,0.38,4.43,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,o,ABIERTA,8.16,0.38,7.78,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,p,ABIERTA,8.605,0.38,8.225,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,q,ABIERTA,8.3,0.38,7.920000000000001,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,r,ABIERTA,5.93,0.38,5.55,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,s,ABIERTA,2.98,0.38,2.6,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,t,ABIERTA,5.585,0.38,5.205,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,u,ABIERTA,6.36,0.38,5.98,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,v,ABIERTA,7.325,0.38,6.945,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,w,ABIERTA,1.56,0.38,1.1800000000000002,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,y,ABIERTA,2.155,0.38,1.775,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,z,ABIERTA,2.52,0.38,2.14,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,aa,ABIERTA,3.44,0.38,3.06,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,bb,ABIERTA,1.93,0.38,1.5499999999999998,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,cc,ABIERTA,5.32,0.38,4.94,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,dd,ABIERTA,6.875,0.38,6.495,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,ee,ABIERTA,2.99,0.38,2.6100000000000003,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,hh,ABIERTA,7.095,0.38,6.715,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,ii,ABIERTA,9.38,0.38,9.0,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,jj,ABIERTA,5.835,0.38,5.455,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,kk,ABIERTA,2.615,0.38,2.2350000000000003,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,ll,ABIERTA,2.46,0.38,2.08,
COUNT_c7a8d5ddf20b,WEEK_e35ff34e86b4,INICIO_SEMANA,2026-08-11T22:39:19.672376-03:00,SALON,SAL-0001,mm,ABIERTA,12.99,0.38,12.61,
