camera_stock_id,sabor,estado,kg_referencia_lata,ingresada_camera_at,moved_to_salon_at,target_salon_stock_id,legacy_batch_id,created_at,updated_at,active
CAM-DLG-000001,DULCE_DE_LECHE_GRANIZADO,MOVIDA_SALON,7.8,2026-08-14T21:00:28.779044-03:00,2026-08-23T17:25:29.352689-03:00,SAL-000081,,2026-08-14T21:00:28.779044-03:00,2026-08-23T17:25:29.352689-03:00,False
CAM-DLG-000002,DULCE_DE_LECHE_GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:00:28.779044-03:00,,,,2026-08-14T21:00:28.779044-03:00,2026-08-14T21:00:28.779044-03:00,True
CAM-DLG-000003,DULCE_DE_LECHE_GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:00:28.779044-03:00,,,,2026-08-14T21:00:28.779044-03:00,2026-08-14T21:00:28.779044-03:00,True
CAM-DLG-000004,DULCE_DE_LECHE_GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:00:28.779044-03:00,,,,2026-08-14T21:00:28.779044-03:00,2026-08-14T21:00:28.779044-03:00,True
CAM-DLG-000005,DULCE_DE_LECHE_GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:00:28.779044-03:00,,,,2026-08-14T21:00:28.779044-03:00,2026-08-14T21:00:28.779044-03:00,True
CAM-DLG-000006,DULCE_DE_LECHE_GRANIZADO,ANULADA,7.8,2026-08-14T21:00:28.779044-03:00,,,,2026-08-14T21:00:28.779044-03:00,2026-08-17T21:24:43.456014-03:00,False
CAM-DDL-000001,DULCE_DE_LECHE,DISPONIBLE,7.8,2026-08-14T21:01:12.408091-03:00,,,,2026-08-14T21:01:12.408091-03:00,2026-08-14T21:01:12.408091-03:00,True
CAM-DDL-000002,DULCE_DE_LECHE,DISPONIBLE,7.8,2026-08-14T21:01:12.408091-03:00,,,,2026-08-14T21:01:12.408091-03:00,2026-08-14T21:01:12.408091-03:00,True
CAM-DDL-000003,DULCE_DE_LECHE,ANULADA,7.8,2026-08-14T21:01:12.408091-03:00,,,,2026-08-14T21:01:12.408091-03:00,2026-08-17T21:27:18.904369-03:00,False
CAM-DLN-000001,DULCE_DE_LECHE_CON_NUEZ,DISPONIBLE,7.8,2026-08-14T21:01:28.554277-03:00,,,,2026-08-14T21:01:28.554277-03:00,2026-08-14T21:01:28.554277-03:00,True
CAM-DLN-000002,DULCE_DE_LECHE_CON_NUEZ,DISPONIBLE,7.8,2026-08-14T21:01:28.554277-03:00,,,,2026-08-14T21:01:28.554277-03:00,2026-08-14T21:01:28.554277-03:00,True
CAM-BRW-000001,DULCE_DE_LECHE_BROWNIE,DISPONIBLE,7.8,2026-08-14T21:01:54.744205-03:00,,,,2026-08-14T21:01:54.744205-03:00,2026-08-14T21:01:54.744205-03:00,True
CAM-BRW-000002,DULCE_DE_LECHE_BROWNIE,DISPONIBLE,7.8,2026-08-14T21:01:54.744205-03:00,,,,2026-08-14T21:01:54.744205-03:00,2026-08-14T21:01:54.744205-03:00,True
CAM-BRW-000003,DULCE_DE_LECHE_BROWNIE,DISPONIBLE,7.8,2026-08-14T21:01:54.744205-03:00,,,,2026-08-14T21:01:54.744205-03:00,2026-08-14T21:01:54.744205-03:00,True
CAM-AME-000001,AMERICANA,DISPONIBLE,7.8,2026-08-14T21:02:43.582604-03:00,,,,2026-08-14T21:02:43.582604-03:00,2026-08-14T21:02:43.582604-03:00,True
CAM-AME-000002,AMERICANA,DISPONIBLE,7.8,2026-08-14T21:02:43.582604-03:00,,,,2026-08-14T21:02:43.582604-03:00,2026-08-14T21:02:43.582604-03:00,True
CAM-AME-000003,AMERICANA,DISPONIBLE,7.8,2026-08-14T21:02:43.582604-03:00,,,,2026-08-14T21:02:43.582604-03:00,2026-08-14T21:02:43.582604-03:00,True
CAM-GRA-000001,GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:03:13.337767-03:00,,,,2026-08-14T21:03:13.337767-03:00,2026-08-14T21:03:13.337767-03:00,True
CAM-GRA-000002,GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:03:13.337767-03:00,,,,2026-08-14T21:03:13.337767-03:00,2026-08-14T21:03:13.337767-03:00,True
CAM-GRA-000003,GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:03:13.337767-03:00,,,,2026-08-14T21:03:13.337767-03:00,2026-08-14T21:03:13.337767-03:00,True
CAM-GRA-000004,GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:03:13.337767-03:00,,,,2026-08-14T21:03:13.337767-03:00,2026-08-14T21:03:13.337767-03:00,True
CAM-GRA-000005,GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:03:13.337767-03:00,,,,2026-08-14T21:03:13.337767-03:00,2026-08-14T21:03:13.337767-03:00,True
CAM-GRA-000006,GRANIZADO,DISPONIBLE,7.8,2026-08-14T21:03:13.337767-03:00,,,,2026-08-14T21:03:13.337767-03:00,2026-08-14T21:03:13.337767-03:00,True
CAM-GRA-000007,GRANIZADO,ANULADA,7.8,2026-08-14T21:03:13.337767-03:00,,,,2026-08-14T21:03:13.337767-03:00,2026-08-17T21:27:18.904369-03:00,False
CAM-TRA-000001,TRAMONTANA,MOVIDA_SALON,7.8,2026-08-14T21:03:22.290923-03:00,2026-08-23T14:23:59.988357-03:00,SAL-000076,,2026-08-14T21:03:22.290923-03:00,2026-08-23T14:23:59.988357-03:00,False
CAM-TRA-000002,TRAMONTANA,DISPONIBLE,7.8,2026-08-14T21:03:22.290923-03:00,,,,2026-08-14T21:03:22.290923-03:00,2026-08-14T21:03:22.290923-03:00,True
CAM-TRA-000003,TRAMONTANA,DISPONIBLE,7.8,2026-08-14T21:03:22.290923-03:00,,,,2026-08-14T21:03:22.290923-03:00,2026-08-14T21:03:22.290923-03:00,True
CAM-TRA-000004,TRAMONTANA,DISPONIBLE,7.8,2026-08-14T21:03:22.290923-03:00,,,,2026-08-14T21:03:22.290923-03:00,2026-08-14T21:03:22.290923-03:00,True
CAM-TRA-000005,TRAMONTANA,DISPONIBLE,7.8,2026-08-14T21:03:22.290923-03:00,,,,2026-08-14T21:03:22.290923-03:00,2026-08-14T21:03:22.290923-03:00,True
CAM-TRA-000006,TRAMONTANA,DISPONIBLE,7.8,2026-08-14T21:03:22.290923-03:00,,,,2026-08-14T21:03:22.290923-03:00,2026-08-14T21:03:22.290923-03:00,True
CAM-TRA-000007,TRAMONTANA,DISPONIBLE,7.8,2026-08-14T21:03:22.290923-03:00,,,,2026-08-14T21:03:22.290923-03:00,2026-08-14T21:03:22.290923-03:00,True
CAM-CCK-000001,CREMA_COOKIE,DISPONIBLE,7.8,2026-08-14T21:03:52.069647-03:00,,,,2026-08-14T21:03:52.069647-03:00,2026-08-14T21:03:52.069647-03:00,True
CAM-CCK-000002,CREMA_COOKIE,DISPONIBLE,7.8,2026-08-14T21:03:52.069647-03:00,,,,2026-08-14T21:03:52.069647-03:00,2026-08-14T21:03:52.069647-03:00,True
CAM-SEL-000001,SELECCION_ARGENTINA,ANULADA,7.58,2026-08-14T21:05:11.985829-03:00,,,,2026-08-14T21:05:11.985829-03:00,2026-08-14T21:11:58.689474-03:00,False
CAM-SEL-000002,SELECCION_ARGENTINA,ANULADA,7.58,2026-08-14T21:05:11.985829-03:00,,,,2026-08-14T21:05:11.985829-03:00,2026-08-14T21:11:58.689474-03:00,False
CAM-SEL-000003,SELECCION_ARGENTINA,ANULADA,7.58,2026-08-14T21:05:11.985829-03:00,,,,2026-08-14T21:05:11.985829-03:00,2026-08-14T21:11:58.689474-03:00,False
CAM-SEL-000004,SELECCION_ARGENTINA,DISPONIBLE,7.8,2026-08-14T21:13:18.730434-03:00,,,,2026-08-14T21:13:18.730434-03:00,2026-08-14T21:13:18.730434-03:00,True
CAM-SEL-000005,SELECCION_ARGENTINA,DISPONIBLE,7.8,2026-08-14T21:13:18.730434-03:00,,,,2026-08-14T21:13:18.730434-03:00,2026-08-14T21:13:18.730434-03:00,True
CAM-SEL-000006,SELECCION_ARGENTINA,DISPONIBLE,7.8,2026-08-14T21:13:18.730434-03:00,,,,2026-08-14T21:13:18.730434-03:00,2026-08-14T21:13:18.730434-03:00,True
CAM-AME-000004,AMERICANA,ANULADA,7.58,2026-08-17T19:09:27.388394-03:00,,,,2026-08-17T19:09:27.388394-03:00,2026-08-17T19:09:52.613924-03:00,False
CAM-CCK-000003,CREMA_COOKIE,DISPONIBLE,7.8,2026-08-17T21:36:21.184862-03:00,,,,2026-08-17T21:36:21.184862-03:00,2026-08-17T21:36:21.184862-03:00,True
CAM-SGI-000004,SUPER_GRIDITO,DISPONIBLE,7.8,2026-08-23T19:39:58.262797-03:00,,,,2026-08-23T19:39:58.262797-03:00,2026-08-23T19:39:58.262797-03:00,True
CAM-SGI-000005,SUPER_GRIDITO,DISPONIBLE,7.8,2026-08-23T19:39:58.262797-03:00,,,,2026-08-23T19:39:58.262797-03:00,2026-08-23T19:39:58.262797-03:00,True
CAM-SGI-000006,SUPER_GRIDITO,DISPONIBLE,7.8,2026-08-23T19:39:58.262797-03:00,,,,2026-08-23T19:39:58.262797-03:00,2026-08-23T19:39:58.262797-03:00,True
CAM-CRU-000004,CREMA_RUSA,DISPONIBLE,7.8,2026-08-23T19:40:27.586030-03:00,,,,2026-08-23T19:40:27.586030-03:00,2026-08-23T19:40:27.586030-03:00,True
CAM-FLN-000009,FLAN,DISPONIBLE,7.8,2026-08-23T19:40:46.685756-03:00,,,,2026-08-23T19:40:46.685756-03:00,2026-08-23T19:40:46.685756-03:00,True
CAM-SAM-000004,SAMBAYON,DISPONIBLE,7.8,2026-08-23T19:41:11.149248-03:00,,,,2026-08-23T19:41:11.149248-03:00,2026-08-23T19:41:11.149248-03:00,True
CAM-MAR-000008,GRIDO_MARROC,DISPONIBLE,7.8,2026-08-23T19:41:33.718990-03:00,,,,2026-08-23T19:41:33.718990-03:00,2026-08-23T19:41:33.718990-03:00,True
CAM-TIR-000004,TIRAMISU,DISPONIBLE,7.8,2026-08-23T19:42:01.288749-03:00,,,,2026-08-23T19:42:01.288749-03:00,2026-08-23T19:42:01.288749-03:00,True
CAM-MEN-000004,MENTA_GRANIZADO,DISPONIBLE,7.8,2026-08-23T19:42:23.015837-03:00,,,,2026-08-23T19:42:23.015837-03:00,2026-08-23T19:42:23.015837-03:00,True
CAM-CAP-000003,CAPUCCINO_GRANIZADO,DISPONIBLE,7.8,2026-08-23T19:42:59.244821-03:00,,,,2026-08-23T19:42:59.244821-03:00,2026-08-23T19:42:59.244821-03:00,True
CAM-CAP-000004,CAPUCCINO_GRANIZADO,DISPONIBLE,7.8,2026-08-23T19:42:59.244821-03:00,,,,2026-08-23T19:42:59.244821-03:00,2026-08-23T19:42:59.244821-03:00,True
CAM-BAN-000010,BANANA,DISPONIBLE,7.8,2026-08-23T19:44:11.876174-03:00,,,,2026-08-23T19:44:11.876174-03:00,2026-08-23T19:44:11.876174-03:00,True
CAM-CER-000004,CEREZA,DISPONIBLE,7.8,2026-08-23T19:44:31.705326-03:00,,,,2026-08-23T19:44:31.705326-03:00,2026-08-23T19:44:31.705326-03:00,True
CAM-ANA-000004,ANANA,DISPONIBLE,7.8,2026-08-23T19:44:52.875836-03:00,,,,2026-08-23T19:44:52.875836-03:00,2026-08-23T19:44:52.875836-03:00,True
CAM-FAC-000010,FRUTILLA_A_LA_CREMA,DISPONIBLE,7.8,2026-08-23T19:45:18.996347-03:00,,,,2026-08-23T19:45:18.996347-03:00,2026-08-23T19:45:18.996347-03:00,True
CAM-DAC-000004,DURAZNO_A_LA_CREMA,DISPONIBLE,7.8,2026-08-23T19:45:41.398129-03:00,,,,2026-08-23T19:45:41.398129-03:00,2026-08-23T19:45:41.398129-03:00,True
CAM-FAA-000004,FRUTILLA_AL_AGUA,DISPONIBLE,7.8,2026-08-23T19:46:53.978704-03:00,,,,2026-08-23T19:46:53.978704-03:00,2026-08-23T19:46:53.978704-03:00,True
CAM-LIM-000007,LIMON_AL_AGUA,DISPONIBLE,7.8,2026-08-23T19:47:26.217734-03:00,,,,2026-08-23T19:47:26.217734-03:00,2026-08-23T19:47:26.217734-03:00,True
CAM-MAN-000004,MANGO_AL_AGUA,DISPONIBLE,7.8,2026-08-23T19:47:48.789104-03:00,,,,2026-08-23T19:47:48.789104-03:00,2026-08-23T19:47:48.789104-03:00,True
CAM-CSU-000005,CHOCOLATE_SUIZO,DISPONIBLE,7.8,2026-08-23T19:48:36.303058-03:00,,,,2026-08-23T19:48:36.303058-03:00,2026-08-23T19:48:36.303058-03:00,True
CAM-CHO-000006,CHOCOLATE,DISPONIBLE,7.8,2026-08-23T19:48:59.239985-03:00,,,,2026-08-23T19:48:59.239985-03:00,2026-08-23T19:48:59.239985-03:00,True
CAM-ALM-000014,CHOCOLATE_CON_ALMENDRAS,DISPONIBLE,7.8,2026-08-23T19:49:22.441246-03:00,,,,2026-08-23T19:49:22.441246-03:00,2026-08-23T19:49:22.441246-03:00,True
CAM-CBO-000007,CHOCOLATE_BLANCO_OREO,DISPONIBLE,7.8,2026-08-23T19:49:51.481208-03:00,,,,2026-08-23T19:49:51.481208-03:00,2026-08-23T19:49:51.481208-03:00,True
CAM-DUB-000002,CHOCOLATE_DUBAI,DISPONIBLE,7.8,2026-08-23T19:50:56.300493-03:00,,,,2026-08-23T19:50:56.300493-03:00,2026-08-23T19:50:56.300493-03:00,True
CAM-DUB-000003,CHOCOLATE_DUBAI,DISPONIBLE,7.8,2026-08-23T19:50:56.300493-03:00,,,,2026-08-23T19:50:56.300493-03:00,2026-08-23T19:50:56.300493-03:00,True
CAM-DUB-000004,CHOCOLATE_DUBAI,DISPONIBLE,7.8,2026-08-23T19:50:56.300493-03:00,,,,2026-08-23T19:50:56.300493-03:00,2026-08-23T19:50:56.300493-03:00,True
CAM-SDL-000004,SUPER_DULCE_DE_LECHE,DISPONIBLE,7.8,2026-08-23T19:51:51.203830-03:00,,,,2026-08-23T19:51:51.203830-03:00,2026-08-23T19:51:51.203830-03:00,True
CAM-DLG-000007,DULCE_DE_LECHE_GRANIZADO,DISPONIBLE,7.8,2026-08-23T19:52:27.218447-03:00,,,,2026-08-23T19:52:27.218447-03:00,2026-08-23T19:52:27.218447-03:00,True
CAM-DLG-000008,DULCE_DE_LECHE_GRANIZADO,DISPONIBLE,7.8,2026-08-23T19:52:27.218447-03:00,,,,2026-08-23T19:52:27.218447-03:00,2026-08-23T19:52:27.218447-03:00,True
CAM-DLG-000009,DULCE_DE_LECHE_GRANIZADO,DISPONIBLE,7.8,2026-08-23T19:52:27.218447-03:00,,,,2026-08-23T19:52:27.218447-03:00,2026-08-23T19:52:27.218447-03:00,True
CAM-DDL-000004,DULCE_DE_LECHE,DISPONIBLE,7.8,2026-08-23T19:52:50.804439-03:00,,,,2026-08-23T19:52:50.804439-03:00,2026-08-23T19:52:50.804439-03:00,True
CAM-DLN-000003,DULCE_DE_LECHE_CON_NUEZ,DISPONIBLE,7.8,2026-08-23T19:53:20.004870-03:00,,,,2026-08-23T19:53:20.004870-03:00,2026-08-23T19:53:20.004870-03:00,True
CAM-DLN-000004,DULCE_DE_LECHE_CON_NUEZ,DISPONIBLE,7.8,2026-08-23T19:53:20.004870-03:00,,,,2026-08-23T19:53:20.004870-03:00,2026-08-23T19:53:20.004870-03:00,True
CAM-BRW-000004,DULCE_DE_LECHE_BROWNIE,DISPONIBLE,7.8,2026-08-23T19:53:55.797374-03:00,,,,2026-08-23T19:53:55.797374-03:00,2026-08-23T19:53:55.797374-03:00,True
CAM-AME-000005,AMERICANA,DISPONIBLE,7.8,2026-08-23T19:54:41.820043-03:00,,,,2026-08-23T19:54:41.820043-03:00,2026-08-23T19:54:41.820043-03:00,True
CAM-AME-000006,AMERICANA,DISPONIBLE,7.8,2026-08-23T19:54:41.820043-03:00,,,,2026-08-23T19:54:41.820043-03:00,2026-08-23T19:54:41.820043-03:00,True
