week_id,status,started_at,start_count_id,start_stock_kg,closed_at,end_count_id,end_stock_kg,notes
WEEK_9a885b3cb382,OPEN,2026-08-12T01:21:58.184930-03:00,COUNT_0074a796dc0d,400.390000000000000,,,,
